arm_box_kind	dataset	key	status	reason	center_x	center_y	center_z	size_x	size_y	size_z	method	pocket_rank	pocket_score	pocket_alpha_spheres	distance_to_crystal_centroid	ligand_fits_in_box	recorded
detected	astex	1J3J_CP6	ok		12.56	-19.876	13.334	25.0	25.0	25.0	fpocket_rank1	1	0.107	123	54.161	0	2026-09-22T15:27:50+08:00
ligand_centred	posebusters	8G0V_YHT	ok		-12.608	19.716	-31.583	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:24+08:00
detected	posebusters	8G0V_YHT	ok		-8.54	-1.725	-1.23	25.0	25.0	25.0	fpocket_rank1	1	0.367	425	37.384	0	2026-09-22T15:27:24+08:00
ligand_centred	astex	1L7F_BCZ	ok		25.917	17.175	62.803	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:09+08:00
detected	astex	1L7F_BCZ	ok		19.099	23.059	69.955	25.0	25.0	25.0	fpocket_rank1	1	0.305	59	11.501	1	2026-09-22T15:28:09+08:00
ligand_centred	astex	1LPZ_CMB	ok		7.335	6.815	22.976	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:12+08:00
detected	astex	1LPZ_CMB	ok		9.3	8.019	24.961	25.0	25.0	25.0	fpocket_rank1	1	0.353	71	3.042	1	2026-09-22T15:28:12+08:00
ligand_centred	astex	1L2S_STC	ok		79.802	5.352	29.948	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:07+08:00
detected	astex	1L2S_STC	ok		39.868	-0.835	0.08	25.0	25.0	25.0	fpocket_rank1	1	0.111	16	50.25	0	2026-09-22T15:28:07+08:00
ligand_centred	astex	1MEH_MOA	ok		56.294	55.996	18.24	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:15+08:00
detected	astex	1MEH_MOA	ok		63.251	54.562	16.682	25.0	25.0	25.0	fpocket_rank1	1	0.78	85	7.272	1	2026-09-22T15:28:15+08:00
ligand_centred	astex	1LRH_NLA	ok		36.701	58.407	77.461	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:13+08:00
detected	astex	1LRH_NLA	ok		17.318	60.069	80.062	25.0	25.0	25.0	fpocket_rank1	1	0.566	66	19.627	0	2026-09-22T15:28:13+08:00
ligand_centred	astex	1M2Z_DEX	ok		30.453	7.022	13.256	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:15+08:00
detected	astex	1M2Z_DEX	ok		26.206	28.883	-0.321	25.0	25.0	25.0	fpocket_rank1	1	0.44	114	26.082	0	2026-09-22T15:28:15+08:00
ligand_centred	astex	1JLA_TNK	ok		-3.08	-35.284	24.86	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:57+08:00
detected	astex	1JLA_TNK	ok		30.171	-1.209	1.07	25.0	25.0	25.0	fpocket_rank1	1	0.307	164	53.222	0	2026-09-22T15:27:57+08:00
ligand_centred	astex	1MMV_3AR	ok		13.994	-0.076	58.899	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:16+08:00
detected	astex	1MMV_3AR	ok		10.093	11.017	41.536	25.0	25.0	25.0	fpocket_rank1	1	0.262	61	20.97	0	2026-09-22T15:28:16+08:00
ligand_centred	astex	1N2V_BDI	ok		16.229	17.404	20.877	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:25+08:00
detected	astex	1N2V_BDI	ok		15.201	17.005	18.665	25.0	25.0	25.0	fpocket_rank1	1	0.164	97	2.472	1	2026-09-22T15:28:25+08:00
ligand_centred	astex	1MZC_BNE	ok		17.14	133.836	-2.639	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:19+08:00
detected	astex	1MZC_BNE	ok		20.498	128.923	-3.204	25.0	25.0	25.0	fpocket_rank1	1	0.374	49	5.979	1	2026-09-22T15:28:19+08:00
ligand_centred	astex	1N2J_PAF	ok		32.685	33.843	47.379	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:22+08:00
detected	astex	1N2J_PAF	ok		31.302	33.01	63.585	25.0	25.0	25.0	fpocket_rank1	1	0.169	38	16.286	0	2026-09-22T15:28:22+08:00
ligand_centred	astex	1NAV_IH5	ok		48.32	18.236	19.534	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:27+08:00
detected	astex	1NAV_IH5	ok		46.842	16.757	18.833	25.0	25.0	25.0	fpocket_rank1	1	0.514	120	2.205	1	2026-09-22T15:28:27+08:00
ligand_centred	astex	1N46_PFA	ok		20.784	6.68	2.904	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:27+08:00
detected	astex	1N46_PFA	ok		20.771	7.058	2.868	25.0	25.0	25.0	fpocket_rank1	1	0.546	98	0.38	1	2026-09-22T15:28:27+08:00
ligand_centred	astex	1OF1_SCT	ok		20.102	21.919	9.463	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:27+08:00
detected	astex	1OF1_SCT	ok		38.071	39.152	25.315	25.0	25.0	25.0	fpocket_rank1	1	0.35	71	29.516	0	2026-09-22T15:28:27+08:00
ligand_centred	astex	1OQ5_CEL	ok		17.014	6.827	13.637	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:32+08:00
detected	astex	1OQ5_CEL	ok		26.79	-2.795	5.711	25.0	25.0	25.0	fpocket_rank1	1	0.286	55	15.842	0	2026-09-22T15:28:32+08:00
ligand_centred	astex	1OPK_P16	ok		46.447	18.007	17.919	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:30+08:00
detected	astex	1OPK_P16	ok		42.052	21.809	-7.009	25.0	25.0	25.0	fpocket_rank1	1	0.622	67	25.596	0	2026-09-22T15:28:30+08:00
ligand_centred	astex	1OWE_675	ok		22.64	15.905	32.533	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:33+08:00
detected	astex	1OWE_675	ok		18.69	17.776	18.976	25.0	25.0	25.0	fpocket_rank1	1	0.291	39	14.244	0	2026-09-22T15:28:33+08:00
ligand_centred	astex	1OYT_FSN	ok		16.793	-12.378	21.829	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:34+08:00
detected	astex	1OYT_FSN	ok		15.604	-11.306	20.316	25.0	25.0	25.0	fpocket_rank1	1	0.282	100	2.204	1	2026-09-22T15:28:34+08:00
ligand_centred	astex	1P62_GEO	ok		68.707	34.922	19.397	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:35+08:00
detected	astex	1P62_GEO	ok		78.851	48.172	17.257	25.0	25.0	25.0	fpocket_rank1	1	0.458	46	16.824	0	2026-09-22T15:28:35+08:00
ligand_centred	astex	1P2Y_NCT	ok		16.332	12.716	41.045	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:34+08:00
detected	astex	1P2Y_NCT	ok		16.139	12.93	40.915	25.0	25.0	25.0	fpocket_rank1	1	0.431	53	0.317	1	2026-09-22T15:28:34+08:00
ligand_centred	astex	1PMN_984	ok		22.145	10.709	31.938	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:36+08:00
detected	astex	1PMN_984	ok		21.549	16.223	34.593	25.0	25.0	25.0	fpocket_rank1	1	0.278	150	6.148	1	2026-09-22T15:28:36+08:00
ligand_centred	astex	1N1M_A3M	ok		81.621	75.002	97.963	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:21+08:00
detected	astex	1N1M_A3M	ok		53.051	52.767	81.981	25.0	25.0	25.0	fpocket_rank1	1	0.25	15	39.574	0	2026-09-22T15:28:21+08:00
ligand_centred	astex	1Q41_IXM	ok		39.632	6.297	36.269	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:37+08:00
detected	astex	1Q41_IXM	ok		21.864	1.904	20.793	25.0	25.0	25.0	fpocket_rank1	1	0.248	109	23.969	0	2026-09-22T15:28:37+08:00
ligand_centred	astex	1R55_097	ok		9.381	13.944	25.293	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:51+08:00
detected	astex	1R55_097	ok		10.364	16.234	25.615	25.0	25.0	25.0	fpocket_rank1	1	0.167	85	2.512	1	2026-09-22T15:28:51+08:00
ligand_centred	astex	1R1H_BIR	ok		31.251	44.543	34.611	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:48+08:00
detected	astex	1R1H_BIR	ok		31.509	43.496	35.454	25.0	25.0	25.0	fpocket_rank1	1	0.299	154	1.368	1	2026-09-22T15:28:48+08:00
ligand_centred	astex	1R58_AO5	ok		17.636	30.943	17.197	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:54+08:00
detected	astex	1R58_AO5	ok		19.587	30.644	17.25	25.0	25.0	25.0	fpocket_rank1	1	0.251	106	1.974	1	2026-09-22T15:28:54+08:00
ligand_centred	astex	1Q4G_BFL	ok		67.692	22.366	190.905	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:40+08:00
detected	astex	1Q4G_BFL	ok		23.364	6.229	175.906	25.0	25.0	25.0	fpocket_rank1	1	0.181	21	49.501	0	2026-09-22T15:28:40+08:00
ligand_centred	astex	1S19_MC9	ok		11.597	23.037	34.284	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:59+08:00
detected	astex	1S19_MC9	ok		11.233	21.398	34.028	25.0	25.0	25.0	fpocket_rank1	1	0.389	124	1.698	1	2026-09-22T15:28:59+08:00
ligand_centred	astex	1R9O_FLP	ok		8.636	33.142	-1.903	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:57+08:00
detected	astex	1R9O_FLP	ok		23.66	17.068	4.564	25.0	25.0	25.0	fpocket_rank1	1	0.111	44	22.933	0	2026-09-22T15:28:57+08:00
ligand_centred	astex	1S3V_TQD	ok		-2.707	27.832	3.43	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:01+08:00
detected	astex	1S3V_TQD	ok		12.63	33.972	2.417	25.0	25.0	25.0	fpocket_rank1	1	0.049	32	16.551	0	2026-09-22T15:29:01+08:00
ligand_centred	astex	1Q1G_MTI	ok		32.029	23.965	65.06	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:37+08:00
detected	astex	1Q1G_MTI	ok		30.326	26.233	64.039	25.0	25.0	25.0	fpocket_rank1	1	0.288	162	3.014	1	2026-09-22T15:28:37+08:00
ligand_centred	astex	1SJ0_E4D	ok		31.406	-1.491	25.297	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:03+08:00
detected	astex	1SJ0_E4D	ok		19.082	-0.819	24.367	25.0	25.0	25.0	fpocket_rank1	1	0.199	73	12.377	0	2026-09-22T15:29:03+08:00
ligand_centred	astex	1SG0_STL	ok		36.129	16.596	30.998	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:01+08:00
detected	astex	1SG0_STL	ok		32.598	22.149	-1.01	25.0	25.0	25.0	fpocket_rank1	1	0.117	67	32.678	0	2026-09-22T15:29:01+08:00
ligand_centred	astex	1T46_STI	ok		26.181	26.061	40.364	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:06+08:00
detected	astex	1T46_STI	ok		26.308	26.181	39.554	25.0	25.0	25.0	fpocket_rank1	1	0.253	164	0.828	1	2026-09-22T15:29:06+08:00
ligand_centred	astex	1T40_ID5	ok		16.632	-6.701	14.475	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:05+08:00
detected	astex	1T40_ID5	ok		23.188	-7.013	28.764	25.0	25.0	25.0	fpocket_rank1	1	0.904	105	15.724	0	2026-09-22T15:29:05+08:00
ligand_centred	astex	1SQN_NDR	ok		11.735	25.108	8.187	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:05+08:00
detected	astex	1SQN_NDR	ok		23.183	19.851	13.916	25.0	25.0	25.0	fpocket_rank1	1	0.481	120	13.839	0	2026-09-22T15:29:05+08:00
ligand_centred	astex	1TOW_CRZ	ok		21.012	4.954	1.532	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:10+08:00
detected	astex	1TOW_CRZ	ok		22.792	4.224	1.813	25.0	25.0	25.0	fpocket_rank1	1	0.346	56	1.944	1	2026-09-22T15:29:10+08:00
ligand_centred	astex	1TZ8_DES	ok		16.61	61.718	34.948	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:13+08:00
detected	astex	1TZ8_DES	ok		13.965	61.388	33.951	25.0	25.0	25.0	fpocket_rank1	1	0.244	121	2.847	1	2026-09-22T15:29:13+08:00
ligand_centred	astex	1TT1_KAI	ok		2.312	0.839	26.37	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:12+08:00
detected	astex	1TT1_KAI	ok		7.384	27.445	2.397	25.0	25.0	25.0	fpocket_rank1	1	0.328	134	36.171	0	2026-09-22T15:29:12+08:00
ligand_centred	astex	1T9B_1CS	ok		-9.165	50.956	123.228	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:10+08:00
detected	astex	1T9B_1CS	ok		23.735	32.081	133.131	25.0	25.0	25.0	fpocket_rank1	1	0.71	165	39.201	0	2026-09-22T15:29:10+08:00
ligand_centred	astex	1U4D_DBQ	ok		56.302	17.15	41.122	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:20+08:00
detected	astex	1U4D_DBQ	ok		47.694	23.399	71.249	25.0	25.0	25.0	fpocket_rank1	1	0.057	16	31.95	0	2026-09-22T15:29:20+08:00
ligand_centred	astex	1SQ5_PAU	ok		52.214	5.557	7.472	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:03+08:00
detected	astex	1SQ5_PAU	ok		60.826	8.263	24.174	25.0	25.0	25.0	fpocket_rank1	1	0.229	47	18.985	0	2026-09-22T15:29:03+08:00
ligand_centred	astex	1UML_FR4	ok		49.622	53.586	19.018	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:28+08:00
detected	astex	1UML_FR4	ok		61.312	45.561	39.178	25.0	25.0	25.0	fpocket_rank1	1	0.179	56	24.647	0	2026-09-22T15:29:28+08:00
ligand_centred	astex	1UOU_CMU	ok		-3.483	2.004	29.185	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:30+08:00
detected	astex	1UOU_CMU	ok		-2.712	1.558	26.78	25.0	25.0	25.0	fpocket_rank1	1	0.417	88	2.565	1	2026-09-22T15:29:30+08:00
ligand_centred	astex	1V48_HA1	ok		73.579	45.084	50.055	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:34+08:00
detected	astex	1V48_HA1	ok		73.239	47.277	50.204	25.0	25.0	25.0	fpocket_rank1	1	0.243	92	2.224	1	2026-09-22T15:29:34+08:00
ligand_centred	astex	1V0P_PVB	ok		25.721	-1.521	34.9	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:31+08:00
detected	astex	1V0P_PVB	ok		30.542	28.212	-3.221	25.0	25.0	25.0	fpocket_rank1	1	0.245	108	48.585	0	2026-09-22T15:29:31+08:00
ligand_centred	astex	1UNL_RRC	ok		59.626	28.97	26.836	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:28+08:00
detected	astex	1UNL_RRC	ok		37.105	-7.533	37.409	25.0	25.0	25.0	fpocket_rank1	1	0.144	17	44.175	0	2026-09-22T15:29:28+08:00
ligand_centred	astex	1V4S_MRK	ok		40.21	15.085	61.973	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:37+08:00
detected	astex	1V4S_MRK	ok		25.718	3.937	69.375	25.0	25.0	25.0	fpocket_rank1	1	0.354	62	19.726	0	2026-09-22T15:29:37+08:00
ligand_centred	astex	1VCJ_IBA	ok		31.77	-9.362	64.056	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:38+08:00
detected	astex	1VCJ_IBA	ok		42.196	-14.794	44.616	25.0	25.0	25.0	fpocket_rank1	1	0.446	71	22.718	0	2026-09-22T15:29:38+08:00
ligand_centred	astex	1U1C_BAU	ok		12.934	136.763	45.913	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:18+08:00
detected	astex	1U1C_BAU	ok		-12.29	145.85	51.734	25.0	25.0	25.0	fpocket_rank1	1	0.224	105	27.436	0	2026-09-22T15:29:18+08:00
ligand_centred	astex	1X8X_TYR	ok		8.685	29.029	16.283	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:42+08:00
detected	astex	1X8X_TYR	ok		8.439	19.651	8.978	25.0	25.0	25.0	fpocket_rank1	1	0.152	37	11.891	1	2026-09-22T15:29:42+08:00
ligand_centred	astex	1W2G_THM	ok		34.554	32.163	59.904	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:41+08:00
detected	astex	1W2G_THM	ok		27.048	33.19	47.728	25.0	25.0	25.0	fpocket_rank1	1	0.246	82	14.341	0	2026-09-22T15:29:41+08:00
ligand_centred	astex	1XOZ_CIA	ok		47.315	35.038	12.047	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:45+08:00
detected	astex	1XOZ_CIA	ok		47.067	36.139	13.688	25.0	25.0	25.0	fpocket_rank1	1	0.145	139	1.991	1	2026-09-22T15:29:45+08:00
ligand_centred	astex	1Y6B_AAX	ok		0.389	30.704	17.317	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:48+08:00
detected	astex	1Y6B_AAX	ok		1.163	39.155	44.057	25.0	25.0	25.0	fpocket_rank1	1	0.373	79	28.054	0	2026-09-22T15:29:48+08:00
ligand_centred	astex	1XOQ_ROF	ok		22.368	21.117	97.385	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:44+08:00
detected	astex	1XOQ_ROF	ok		38.599	23.367	63.27	25.0	25.0	25.0	fpocket_rank1	1	0.205	38	37.847	0	2026-09-22T15:29:44+08:00
ligand_centred	astex	1XM6_5RM	ok		46.371	1.647	-9.878	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:42+08:00
detected	astex	1XM6_5RM	ok		57.389	1.273	-4.794	25.0	25.0	25.0	fpocket_rank1	1	0.337	307	12.14	0	2026-09-22T15:29:42+08:00
ligand_centred	astex	1YGC_905	ok		10.57	41.478	32.491	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:51+08:00
detected	astex	1YGC_905	ok		10.351	39.788	34.544	25.0	25.0	25.0	fpocket_rank1	1	0.42	124	2.668	1	2026-09-22T15:29:51+08:00
ligand_centred	astex	1W1P_GIO	ok		43.08	75.602	51.839	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:41+08:00
detected	astex	1W1P_GIO	ok		34.657	32.814	115.674	25.0	25.0	25.0	fpocket_rank1	1	0.078	20	77.309	0	2026-09-22T15:29:41+08:00
ligand_centred	astex	1YWR_LI9	ok		2.724	-0.956	21.338	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:53+08:00
detected	astex	1YWR_LI9	ok		-9.21	3.075	30.307	25.0	25.0	25.0	fpocket_rank1	1	0.099	64	15.463	0	2026-09-22T15:29:53+08:00
ligand_centred	astex	1Z95_198	ok		27.977	2.357	6.252	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:56+08:00
detected	astex	1Z95_198	ok		27.322	2.422	5.882	25.0	25.0	25.0	fpocket_rank1	1	0.464	110	0.755	1	2026-09-22T15:29:56+08:00
ligand_centred	astex	1YQY_915	ok		11.035	18.68	27.493	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:52+08:00
detected	astex	1YQY_915	ok		1.979	29.264	-15.958	25.0	25.0	25.0	fpocket_rank1	1	0.085	34	45.628	0	2026-09-22T15:29:52+08:00
ligand_centred	astex	1YVF_PH7	ok		-10.913	56.213	49.762	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:53+08:00
detected	astex	1YVF_PH7	ok		-20.963	65.473	55.179	25.0	25.0	25.0	fpocket_rank1	1	0.254	68	14.701	0	2026-09-22T15:29:53+08:00
ligand_centred	astex	1OF6_DTY	ok		31.64	-1.272	49.771	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:28:28+08:00
detected	astex	1OF6_DTY	ok		64.202	43.532	81.111	25.0	25.0	25.0	fpocket_rank1	1	0.181	142	63.638	0	2026-09-22T15:28:28+08:00
partner_ligand	crossdock	5SD5_HWI__into__4KLX	ok		-10.196	-3.761	12.798	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	5SAK_ZRY__into__1GVT	ok		3.829	269.04	17.007	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6M2B_EZO__into__4OQV	ok		-3.486	-40.492	5.658	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	5SIS_JSM__into__2OUR	ok		4.882	10.99	42.578	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	5SB2_1K2__into__6FEX	ok		-14.867	-4.52	-13.043	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6VTA_AKN__into__7JZS	ok		4.32	-31.869	1.632	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6XG5_TOP__into__9PWM	ok		-4.971	-8.47	-15.373	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6XCT_478__into__6XCZ	ok		12.434	13.958	-11.186	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6WTN_RXT__into__8BXH	ok		-12.393	15.145	20.294	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6TW7_NZB__into__4C7I	ok		8.8	36.198	54.553	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6T88_MWQ__into__6T85	ok		21.384	64.948	-8.459	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6YJA_2BA__into__6YJ9	ok		4.169	-10.773	15.103	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6YQW_82I__into__6BQA	ok		-46.564	-28.055	2.861	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6YR2_T1C__into__2XPW	ok		19.78	34.905	35.38	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6YQV_8K2__into__3RM2	ok		15.855	-13.628	21.832	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6YMS_OZH__into__6Y4I	ok		34.751	40.667	-7.08	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6XM9_V55__into__6XM7	ok		25.561	11.564	35.777	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6YT6_PKE__into__6YOJ	ok		-16.606	-2.074	20.312	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6Z0R_Q4H__into__6YX3	ok		35.536	13.116	60.966	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6YYO_Q1K__into__9GJ2	ok		12.574	4.792	24.391	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6ZPB_3D1__into__6ZPC	ok		-5.409	20.586	-8.234	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6ZCY_QF8__into__4YJR	ok		33.887	37.919	31.732	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6ZAE_ACV__into__1ODM	ok		10.908	37.893	4.984	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7A1P_QW2__into__7A1Q	ok		19.877	-25.158	7.788	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7AFX_R9K__into__6TM9	ok		8.106	45.759	19.892	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7A9E_R4W__into__5N6F	ok		12.148	12.277	92.9	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7AKL_RK5__into__6S14	ok		17.819	-54.41	37.287	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	6Z14_Q4Z__into__7WDT	ok		23.468	-5.916	-4.431	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7BJJ_TVW__into__2YEX	ok		1.973	37.178	10.631	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7AN5_RDH__into__7AN6	ok		2.982	17.281	24.861	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7BCP_GCO__into__7BBR	ok		13.792	26.595	3.197	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7B94_ANP__into__7B7R	ok		-28.035	-12.968	13.315	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7BNH_BEZ__into__7BNI	ok		-9.191	1.855	7.585	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7BTT_F8R__into__4Z55	ok		-21.06	9.746	-7.503	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7A9H_TPP__into__8OGH	ok		10.124	-3.155	16.574	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7BMI_U4B__into__6YYX	ok		-8.605	-27.38	47.36	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
