dataset	complex_id	conformer	status	reason	smiles	heavy_atoms	rotatable_bonds	seed	embed_attempts	conformer_rmsd_to_crystal	pdbqt_bytes	elapsed_s	recorded
posebusters	7YZU_DO7	genconf	ok		CO[C@H]1O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]1O	16	3	20260922	1	1.072	2074	0.04	2026-09-22T15:00:46+08:00
posebusters	7Z7F_IF3	refconf	ok		CNc1nc(NC)c2ncn(C)c2n1	14	2				1534	0.0	2026-09-22T15:00:46+08:00
posebusters	7XRL_FWK	genconf	ok		CC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	19	2	20260922	1	0.215	2264	0.06	2026-09-22T15:00:46+08:00
posebusters	7Z2O_IAJ	genconf	ok		COc1cccc2sc3nncn3c12	14	1	20260922	1	0.078	1329	0.02	2026-09-22T15:00:46+08:00
posebusters	7ZCC_OGA	refconf	ok		O=C(O)CNC(=O)C(=O)O	10	2				1354	0.01	2026-09-22T15:00:46+08:00
posebusters	7ZDY_6MJ	refconf	ok		CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O	11	1				1423	0.01	2026-09-22T15:00:46+08:00
posebusters	7ZCC_OGA	genconf	ok		O=C(O)CNC(=O)C(=O)O	10	2	20260922	1	0.724	1354	0.01	2026-09-22T15:00:46+08:00
posebusters	7ZF0_DHR	refconf	ok		N#C[C@@H](O)c1ccc(O)cc1	11	1				1292	0.0	2026-09-22T15:00:46+08:00
posebusters	7Z7F_IF3	genconf	ok		CNc1nc(NC)c2ncn(C)c2n1	14	2	20260922	1	0.375	1534	0.03	2026-09-22T15:00:46+08:00
posebusters	7ZDY_6MJ	genconf	ok		CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O	11	1	20260922	1	0.568	1423	0.02	2026-09-22T15:00:46+08:00
posebusters	7ZF0_DHR	genconf	ok		N#C[C@@H](O)c1ccc(O)cc1	11	1	20260922	1	0.2	1292	0.02	2026-09-22T15:00:46+08:00
posebusters	7ZHP_IQY	refconf	ok		CCC(O)(C#Cc1ccc2[nH]c3c(c2c1)-c1nc(N)ncc1CCC3)CC	27	2				3297	0.01	2026-09-22T15:00:46+08:00
posebusters	7ZL5_IWE	refconf	ok		NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl	23	5				2652	0.01	2026-09-22T15:00:46+08:00
posebusters	7XFA_D9J	genconf	ok		Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(Cl)c(F)c4)nn3)[C@H]2O)n(-c2cc(Cl)ccc2C(F)(F)F)n1	41	5	20260922	1	1.779	4288	0.28	2026-09-22T15:00:46+08:00
posebusters	7ZOC_T8E	refconf	ok		CC(=O)c1ccc(NC(=O)[C@H](C)S)cc1	15	3				1696	0.01	2026-09-22T15:00:46+08:00
posebusters	7ZTL_BCN	refconf	ok		O=C(O)CN(CCO)CCO	11	6				1569	0.01	2026-09-22T15:00:46+08:00
posebusters	7XQZ_FPF	genconf	ok		CC(C)=CCC/C(C)=C/CC/C(C)=C(\F)CO[P@@](=O)(O)OP(=O)(O)O	25	11	20260922	1	2.077	3015	0.19	2026-09-22T15:00:46+08:00
posebusters	7ZU2_DHT	refconf	ok		C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12	21	0				2064	0.01	2026-09-22T15:00:46+08:00
posebusters	7ZTL_BCN	genconf	ok		O=C(O)CN(CCO)CCO	11	6	20260922	1	0.822	1569	0.03	2026-09-22T15:00:46+08:00
posebusters	7ZL5_IWE	genconf	ok		NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl	23	5	20260922	1	1.495	2634	0.05	2026-09-22T15:00:46+08:00
posebusters	7ZOC_T8E	genconf	ok		CC(=O)c1ccc(NC(=O)[C@H](C)S)cc1	15	3	20260922	1	0.94	1696	0.04	2026-09-22T15:00:46+08:00
posebusters	7ZXV_45D	refconf	ok		CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O	42	10				4140	0.01	2026-09-22T15:00:46+08:00
posebusters	7ZZW_KKW	refconf	ok		O=C([C@H]1C[C@@H](c2cccc(Cl)c2)CN1)N1CCN(c2nccc3ccsc23)CC1	29	3				2827	0.01	2026-09-22T15:00:46+08:00
posebusters	8A1H_DLZ	refconf	ok		Cc1nc2c(=O)[nH]c(=O)nc-2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C	23	5				2851	0.01	2026-09-22T15:00:46+08:00
posebusters	7XPO_UPG	genconf	ok		O=c1ccn([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1	36	9	20260922	1	1.988	4656	0.29	2026-09-22T15:00:46+08:00
posebusters	7ZHP_IQY	genconf	ok		CCC(O)(C#Cc1ccc2[nH]c3c(c2c1)-c1nc(N)ncc1CCC3)CC	27	2	20260922	1	0.914	3297	0.12	2026-09-22T15:00:46+08:00
posebusters	8A2D_KXY	refconf	ok		Cc1c(C#Cc2ccc(CN3CCC(CO)CC3)cc2)cc(C(F)F)c2cn([C@@H](C(=O)Nc3nccs3)c3ncn4c3CCC43CC3)nc12	49	8				4931	0.02	2026-09-22T15:00:46+08:00
posebusters	8AAU_LH0	refconf	ok		CC(C)C(=O)Nc1ncc(-c2cc(C(F)F)nn2-c2c(Cl)cccc2Cl)s1	27	5				2712	0.01	2026-09-22T15:00:47+08:00
posebusters	8A1H_DLZ	genconf	ok		Cc1nc2c(=O)[nH]c(=O)nc-2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C	23	5	20260922	1	1.325	2851	0.09	2026-09-22T15:00:46+08:00
posebusters	8AEM_LVF	refconf	ok		N#CCc1c[nH]c2ccc(Cl)cc12	13	1				1314	0.0	2026-09-22T15:00:47+08:00
posebusters	8AEM_LVF	genconf	ok		N#CCc1c[nH]c2ccc(Cl)cc12	13	1	20260922	1	0.964	1314	0.02	2026-09-22T15:00:47+08:00
posebusters	7ZU2_DHT	genconf	ok		C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12	21	0	20260922	1	0.08	2064	0.14	2026-09-22T15:00:46+08:00
posebusters	8AIE_M7L	refconf	ok		Cc1ncc(COP(=O)(O)O)c(C/N=C(\CON)C(=O)O)c1O	23	8				3038	0.01	2026-09-22T15:00:47+08:00
posebusters	8AP0_PRP	refconf	ok		O=P(O)(O)OC[C@H]1O[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O	22	7				3091	0.01	2026-09-22T15:00:47+08:00
posebusters	8AAU_LH0	genconf	ok		CC(C)C(=O)Nc1ncc(-c2cc(C(F)F)nn2-c2c(Cl)cccc2Cl)s1	27	5	20260922	1	1.014	2712	0.08	2026-09-22T15:00:47+08:00
posebusters	8AQL_PLG	refconf	ok		Cc1ncc(COP(=O)(O)O)c(CNCC(=O)O)c1O	20	7				2620	0.01	2026-09-22T15:00:47+08:00
posebusters	7ZZW_KKW	genconf	ok		O=C([C@H]1C[C@@H](c2cccc(Cl)c2)CN1)N1CCN(c2nccc3ccsc23)CC1	29	3	20260922	1	1.921	2827	0.19	2026-09-22T15:00:46+08:00
posebusters	8AP0_PRP	genconf	ok		O=P(O)(O)OC[C@H]1O[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O	22	7	20260922	1	1.868	3091	0.06	2026-09-22T15:00:47+08:00
posebusters	8AUH_L9I	refconf	ok		CCOC(=O)/C(=N\O)C(C)=O	11	3				1272	0.01	2026-09-22T15:00:47+08:00
posebusters	8AIE_M7L	genconf	ok		Cc1ncc(COP(=O)(O)O)c(C/N=C(\CON)C(=O)O)c1O	23	8	20260922	1	1.613	3056	0.08	2026-09-22T15:00:47+08:00
posebusters	8AY3_OE3	refconf	ok		CCn1c(=O)cc(C)c2cc(CNS(=O)(=O)c3ccccc3)ccc21	25	5				2535	0.01	2026-09-22T15:00:47+08:00
posebusters	8AUH_L9I	genconf	ok		CCOC(=O)/C(=N\O)C(C)=O	11	3	20260922	1	0.535	1272	0.02	2026-09-22T15:00:47+08:00
posebusters	8B8H_OJQ	refconf	ok		Cc1ncc(COP(=O)(O)O)c(C[NH2+]c2conc2O)c1O	22	6				2851	0.01	2026-09-22T15:00:47+08:00
posebusters	8AQL_PLG	genconf	ok		Cc1ncc(COP(=O)(O)O)c(CNCC(=O)O)c1O	20	7	20260922	1	1.259	2620	0.06	2026-09-22T15:00:47+08:00
posebusters	8BOM_QU6	refconf	ok		COc1cccc(NC(=O)c2ccc(C)c(Nc3nc(-c4cccnc4)nc4c3cnn4C)c2)c1	35	6				3544	0.01	2026-09-22T15:00:47+08:00
posebusters	8BTI_RFO	refconf	ok		COCC(=O)n1ccc2c(Cl)cccc21	15	2				1486	0.01	2026-09-22T15:00:47+08:00
posebusters	8BTI_RFO	genconf	ok		COCC(=O)n1ccc2c(Cl)cccc21	15	2	20260922	1	1.075	1486	0.03	2026-09-22T15:00:47+08:00
posebusters	8C3N_ADP	refconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	27	6				3477	0.01	2026-09-22T15:00:47+08:00
posebusters	8B8H_OJQ	genconf	ok		Cc1ncc(COP(=O)(O)O)c(C[NH2+]c2conc2O)c1O	22	6	20260922	1	1.573	2851	0.07	2026-09-22T15:00:47+08:00
posebusters	8C5M_MTA	refconf	ok		CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	20	3				2384	0.01	2026-09-22T15:00:47+08:00
posebusters	8AY3_OE3	genconf	ok		CCn1c(=O)cc(C)c2cc(CNS(=O)(=O)c3ccccc3)ccc21	25	5	20260922	1	2.646	2535	0.1	2026-09-22T15:00:47+08:00
posebusters	8CNH_V6U	refconf	ok		COC(=O)c1ccccc1Cc1cn(C)nc1-c1cc(Cl)nc(N)n1	25	4				2652	0.01	2026-09-22T15:00:47+08:00
posebusters	8C5M_MTA	genconf	ok		CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	20	3	20260922	1	2.36	2384	0.09	2026-09-22T15:00:47+08:00
posebusters	8CSD_C5P	refconf	ok		Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	21	4				2746	0.02	2026-09-22T15:00:47+08:00
posebusters	8C3N_ADP	genconf	ok		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	27	6	20260922	1	1.488	3477	0.16	2026-09-22T15:00:47+08:00
posebusters	8D19_GSH	refconf	ok		N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	20	9				2867	0.01	2026-09-22T15:00:47+08:00
posebusters	8CNH_V6U	genconf	ok		COC(=O)c1ccccc1Cc1cn(C)nc1-c1cc(Cl)nc(N)n1	25	4	20260922	1	2.752	2652	0.16	2026-09-22T15:00:47+08:00
posebusters	8D39_QDB	refconf	ok		O=C(O)c1ccc(C(=O)c2ccccc2)cc1	17	3				1780	0.01	2026-09-22T15:00:47+08:00
posebusters	8CSD_C5P	genconf	ok		Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	21	4	20260922	1	1.931	2713	0.1	2026-09-22T15:00:47+08:00
posebusters	8D5D_5DK	refconf	ok		Cc1ncc(COP(=O)(O)O)c(/C=N/[C@H](CCCNC(=N)N)C(=O)O)c1O	27	10				3616	0.01	2026-09-22T15:00:47+08:00
posebusters	8D39_QDB	genconf	ok		O=C(O)c1ccc(C(=O)c2ccccc2)cc1	17	3	20260922	1	0.425	1780	0.03	2026-09-22T15:00:47+08:00
posebusters	8D19_GSH	genconf	ok		N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	20	9	20260922	1	1.526	2867	0.08	2026-09-22T15:00:47+08:00
posebusters	8DHG_T78	refconf	ok		CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)ccnc3Cl)cc2F)c1=O	35	7				3654	0.01	2026-09-22T15:00:47+08:00
posebusters	8DKO_TFB	refconf	ok		O=C(O)[C@@H]1CCCO1	8	1				912	0.01	2026-09-22T15:00:47+08:00
posebusters	8DKO_TFB	genconf	ok		O=C(O)[C@@H]1CCCO1	8	1	20260922	1	0.144	912	0.01	2026-09-22T15:00:47+08:00
posebusters	8DP2_UMA	refconf	ok		CC(=O)N[C@H]1[C@@H](O[P@@](=O)(O)O[P@](=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)O	49	15				6078	0.01	2026-09-22T15:00:47+08:00
posebusters	8BOM_QU6	genconf	ok		COc1cccc(NC(=O)c2ccc(C)c(Nc3nc(-c4cccnc4)nc4c3cnn4C)c2)c1	35	6	20260922	1	3.754	3544	0.35	2026-09-22T15:00:47+08:00
posebusters	8DSC_NCA	refconf	ok		NC(=O)c1cccnc1	9	1				1045	0.0	2026-09-22T15:00:47+08:00
posebusters	8DSC_NCA	genconf	ok		NC(=O)c1cccnc1	9	1	20260922	1	0.159	1045	0.02	2026-09-22T15:00:47+08:00
posebusters	8EAB_VN2	refconf	ok		O=C(N[C@H](C(=O)Nc1cnccc1-c1ccc(C(F)(F)F)cc1)c1cccc(C(F)(F)F)c1)c1cnccc1-c1ccc(C(F)(F)F)cc1	49	7				4932	0.01	2026-09-22T15:00:47+08:00
posebusters	8D5D_5DK	genconf	ok		Cc1ncc(COP(=O)(O)O)c(/C=N/[C@H](CCCNC(=N)N)C(=O)O)c1O	27	10	20260922	1	2.085	3616	0.15	2026-09-22T15:00:47+08:00
posebusters	8EX2_Q2Q	refconf	ok		O=C1CC(c2ccccc2)=Nc2c(-c3ccccc3)c(C(F)(F)F)nn21	26	2				2472	0.01	2026-09-22T15:00:47+08:00
posebusters	8DHG_T78	genconf	ok		CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)ccnc3Cl)cc2F)c1=O	35	7	20260922	1	1.678	3654	0.22	2026-09-22T15:00:47+08:00
posebusters	8EX2_Q2Q	genconf	ok		O=C1CC(c2ccccc2)=Nc2c(-c3ccccc3)c(C(F)(F)F)nn21	26	2	20260922	1	0.229	2472	0.08	2026-09-22T15:00:47+08:00
posebusters	8EXL_799	refconf	ok		Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1	34	5				3764	0.01	2026-09-22T15:00:47+08:00
posebusters	8EYE_X4I	refconf	ok		O=C(CNc1cc(F)cc(F)c1)N[C@@H](C(=O)NO)c1ccc(-c2cc(F)c(F)c(F)c2)cc1	33	7				3618	0.01	2026-09-22T15:00:47+08:00
posebusters	8A2D_KXY	genconf	ok		Cc1c(C#Cc2ccc(CN3CCC(CO)CC3)cc2)cc(C(F)F)c2cn([C@@H](C(=O)Nc3nccs3)c3ncn4c3CCC43CC3)nc12	49	8	20260922	1	2.934	4931	0.79	2026-09-22T15:00:46+08:00
posebusters	8F4J_PHO	refconf	ok		C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C@@H]4C(=O)OC)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]3C	64	20				6706	0.03	2026-09-22T15:00:47+08:00
posebusters	8EYE_X4I	genconf	ok		O=C(CNc1cc(F)cc(F)c1)N[C@@H](C(=O)NO)c1ccc(-c2cc(F)c(F)c(F)c2)cc1	33	7	20260922	1	1.538	3618	0.21	2026-09-22T15:00:47+08:00
posebusters	8F8E_XJI	refconf	ok		NC(=O)C[C@H](NC(=O)c1c[nH]nc1-c1ccc(Cl)cc1F)c1ccc(F)c(Cl)c1	29	6				3182	0.01	2026-09-22T15:00:47+08:00
posebusters	8EAB_VN2	genconf	ok		O=C(N[C@H](C(=O)Nc1cnccc1-c1ccc(C(F)(F)F)cc1)c1cccc(C(F)(F)F)c1)c1cnccc1-c1ccc(C(F)(F)F)cc1	49	7	20260922	1	3.673	4932	0.43	2026-09-22T15:00:47+08:00
posebusters	8FAV_4Y5	refconf	ok		O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)c(F)c1	33	3				3274	0.01	2026-09-22T15:00:47+08:00
posebusters	8EXL_799	genconf	ok		Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1	34	5	20260922	1	2.053	3764	0.31	2026-09-22T15:00:47+08:00
posebusters	8FLV_ZB9	refconf	ok		CN(c1ncnc2[nH]ccc12)[C@@H]1CCCN(C(=O)CNc2cc(Cl)cc(Cl)c2)C1	29	5				3011	0.01	2026-09-22T15:00:48+08:00
posebusters	8F8E_XJI	genconf	ok		NC(=O)C[C@H](NC(=O)c1c[nH]nc1-c1ccc(Cl)cc1F)c1ccc(F)c(Cl)c1	29	6	20260922	1	1.922	3182	0.14	2026-09-22T15:00:47+08:00
posebusters	8FO5_Y4U	refconf	ok		CC(=O)c1ccn(S(=O)(=O)c2ccccc2)c1	17	3				1665	0.01	2026-09-22T15:00:48+08:00
posebusters	8FAV_4Y5	genconf	ok		O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)c(F)c1	33	3	20260922	1	1.182	3274	0.13	2026-09-22T15:00:47+08:00
posebusters	8FO5_Y4U	genconf	ok		CC(=O)c1ccn(S(=O)(=O)c2ccccc2)c1	17	3	20260922	1	1.478	1665	0.04	2026-09-22T15:00:48+08:00
posebusters	8G0V_YHT	refconf	ok		C#CCO[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	26	6				3151	0.01	2026-09-22T15:00:48+08:00
posebusters	8G6P_API	refconf	ok		N[C@H](CCC[C@H](N)C(=O)O)C(=O)O	13	6				2064	0.01	2026-09-22T15:00:48+08:00
posebusters	8G6P_API	genconf	ok		N[C@H](CCC[C@H](N)C(=O)O)C(=O)O	13	6	20260922	1	1.578	2064	0.06	2026-09-22T15:00:48+08:00
posebusters	8GFD_ZHR	refconf	ok		CC(=O)N[C@H]1[C@H](OCCc2ccc3occc3c2)O[C@H](CO)[C@@H](O)[C@@H]1O	26	6				3029	0.02	2026-09-22T15:00:48+08:00
posebusters	8FLV_ZB9	genconf	ok		CN(c1ncnc2[nH]ccc12)[C@@H]1CCCN(C(=O)CNc2cc(Cl)cc(Cl)c2)C1	29	5	20260922	1	2.598	3011	0.24	2026-09-22T15:00:48+08:00
posebusters	8HFN_XGC	refconf	ok		COc1ccc(-c2cccc(S(=O)(=O)NC(=O)[C@@H](N)CS)c2)cn1	24	6				2811	0.01	2026-09-22T15:00:48+08:00
posebusters	8G0V_YHT	genconf	ok		C#CCO[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	26	6	20260922	1	2.319	3151	0.19	2026-09-22T15:00:48+08:00
posebusters	8HO0_3ZI	refconf	ok		O=C1N[C@@H](Cc2c[nH]c3c(F)cccc23)C(=O)N2CCC[C@@H]12	22	2				2251	0.02	2026-09-22T15:00:48+08:00
posebusters	8GFD_ZHR	genconf	ok		CC(=O)N[C@H]1[C@H](OCCc2ccc3occc3c2)O[C@H](CO)[C@@H](O)[C@@H]1O	26	6	20260922	1	2.442	3029	0.22	2026-09-22T15:00:48+08:00
posebusters	8HFN_XGC	genconf	ok		COc1ccc(-c2cccc(S(=O)(=O)NC(=O)[C@@H](N)CS)c2)cn1	24	6	20260922	1	1.377	2811	0.16	2026-09-22T15:00:48+08:00
posebusters	8HO0_3ZI	genconf	ok		O=C1N[C@@H](Cc2c[nH]c3c(F)cccc23)C(=O)N2CCC[C@@H]12	22	2	20260922	1	1.911	2251	0.11	2026-09-22T15:00:48+08:00
astex	1G9V_RQ3	refconf	cached								2687	0.0	2026-09-22T15:00:48+08:00
astex	1G9V_RQ3	genconf	cached					20260922			2687	0.0	2026-09-22T15:00:48+08:00
astex	1GKC_NFH	refconf	cached								2601	0.0	2026-09-22T15:00:48+08:00
astex	1GKC_NFH	genconf	cached					20260922			2601	0.0	2026-09-22T15:00:48+08:00
astex	1GM8_SOX	refconf	cached								2757	0.0	2026-09-22T15:00:48+08:00
astex	1GM8_SOX	genconf	cached					20260922			2757	0.0	2026-09-22T15:00:48+08:00
astex	1GPK_HUP	refconf	cached								1958	0.0	2026-09-22T15:00:48+08:00
astex	1GPK_HUP	genconf	cached					20260922			1958	0.0	2026-09-22T15:00:48+08:00
astex	1HNN_SKF	refconf	cached								1624	0.0	2026-09-22T15:00:48+08:00
astex	1HNN_SKF	genconf	cached					20260922			1624	0.0	2026-09-22T15:00:48+08:00
astex	1HP0_AD3	refconf	cached								2379	0.0	2026-09-22T15:00:48+08:00
astex	1HP0_AD3	genconf	cached					20260922			2379	0.0	2026-09-22T15:00:48+08:00
astex	1HQ2_PH2	refconf	cached								1831	0.0	2026-09-22T15:00:48+08:00
astex	1HQ2_PH2	genconf	cached					20260922			1798	0.0	2026-09-22T15:00:48+08:00
astex	1HVY_D16	refconf	cached								3616	0.0	2026-09-22T15:00:48+08:00
astex	1HVY_D16	genconf	cached					20260922			3616	0.0	2026-09-22T15:00:48+08:00
posebusters	8SLG_G5A	refconf	ok		NCC(=O)NS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	27	6				3408	0.02	2026-09-22T15:00:48+08:00
astex	1HWI_115	refconf	ok		CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	30	8				3356	0.01	2026-09-22T15:00:48+08:00
astex	1HWW_SWA	refconf	ok		O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O	12	0				1475	0.01	2026-09-22T15:00:48+08:00
astex	1HWW_SWA	genconf	ok		O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O	12	0	20260922	1	0.367	1475	0.04	2026-09-22T15:00:48+08:00
astex	1IA1_TQ3	refconf	ok		Nc1nc(N)c2c(Sc3ccccc3)cccc2n1	19	2				2207	0.01	2026-09-22T15:00:48+08:00
astex	1IA1_TQ3	genconf	ok		Nc1nc(N)c2c(Sc3ccccc3)cccc2n1	19	2	20260922	1	1.574	2207	0.06	2026-09-22T15:00:48+08:00
astex	1IG3_VIB	refconf	ok		Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1	18	4				2107	0.01	2026-09-22T15:00:48+08:00
posebusters	8DP2_UMA	genconf	ok		CC(=O)N[C@H]1[C@@H](O[P@@](=O)(O)O[P@](=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)O	49	15	20260922	1	3.037	6078	1.11	2026-09-22T15:00:47+08:00
astex	1J3J_CP6	refconf	ok		CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1	17	2				2035	0.01	2026-09-22T15:00:48+08:00
posebusters	8SLG_G5A	genconf	ok		NCC(=O)NS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	27	6	20260922	1	1.78	3408	0.18	2026-09-22T15:00:48+08:00
astex	1JD0_AZM	refconf	ok		CC(=O)Nc1nnc(S(N)(=O)=O)s1	13	2				1554	0.01	2026-09-22T15:00:48+08:00
astex	1JD0_AZM	genconf	ok		CC(=O)Nc1nnc(S(N)(=O)=O)s1	13	2	20260922	1	1.032	1554	0.03	2026-09-22T15:00:48+08:00
astex	1J3J_CP6	genconf	ok		CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1	17	2	20260922	1	0.167	2035	0.05	2026-09-22T15:00:48+08:00
astex	1JJE_BYS	refconf	ok		O=C(O)[C@@H](Cc1ccccc1)[C@H](Cc1ccc2c(c1)OCO2)C(=O)O	25	7				2760	0.01	2026-09-22T15:00:48+08:00
astex	1HWI_115	genconf	ok		CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	30	8	20260922	1	2.513	3356	0.23	2026-09-22T15:00:48+08:00
astex	1IG3_VIB	genconf	ok		Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1	18	4	20260922	1	0.936	2107	0.08	2026-09-22T15:00:48+08:00
astex	1JLA_TNK	refconf	ok		CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O	27	7				2775	0.02	2026-09-22T15:00:48+08:00
astex	1K3U_IAD	refconf	ok		O=C(O)C[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)O	21	6				2527	0.01	2026-09-22T15:00:48+08:00
astex	1KE5_LS1	refconf	ok		CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1	23	4				2482	0.01	2026-09-22T15:00:48+08:00
astex	1K3U_IAD	genconf	ok		O=C(O)C[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)O	21	6	20260922	1	2.234	2527	0.09	2026-09-22T15:00:48+08:00
astex	1KE5_LS1	genconf	ok		CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1	23	4	20260922	1	1.134	2482	0.09	2026-09-22T15:00:48+08:00
astex	1KZK_JE2	refconf	ok		Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(O)c2C)CSC1(C)C	41	9				4455	0.02	2026-09-22T15:00:48+08:00
astex	1JJE_BYS	genconf	ok		O=C(O)[C@@H](Cc1ccccc1)[C@H](Cc1ccc2c(c1)OCO2)C(=O)O	25	7	20260922	1	2.926	2760	0.14	2026-09-22T15:00:48+08:00
astex	1L2S_STC	refconf	ok		O=C(O)c1sccc1S(=O)(=O)Nc1ccc(Cl)cc1	19	4				2077	0.01	2026-09-22T15:00:48+08:00
astex	1L7F_BCZ	refconf	ok		CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N	23	7				3012	0.01	2026-09-22T15:00:48+08:00
astex	1JLA_TNK	genconf	ok		CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O	27	7	20260922	1	1.567	2775	0.14	2026-09-22T15:00:48+08:00
astex	1LPZ_CMB	refconf	ok		Cc1cccc2c1cc(C(=O)NCc1cc(Cl)cc(Cl)c1)n2Cc1cccc(C(=N)N)c1	32	6				3440	0.01	2026-09-22T15:00:48+08:00
astex	1L2S_STC	genconf	ok		O=C(O)c1sccc1S(=O)(=O)Nc1ccc(Cl)cc1	19	4	20260922	1	1.199	2077	0.05	2026-09-22T15:00:48+08:00
astex	1LRH_NLA	refconf	ok		O=C(O)Cc1cccc2ccccc12	14	2				1481	0.01	2026-09-22T15:00:48+08:00
